artist,attack,cardId,cardSet,collectible,cost,dbfId,durability,faction,flavor,health,howToGet,howToGetGold,img,imgGold,locale,mechanics,name,playerClass,race,rarity,text,type,elite,classes,multiClassGroup,armor
Samwise,8.0,EX1_105,Classic,True,12.0,993,,Neutral,His mother said that he was just big boned.,8.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_105.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_105_premium.gif,enUS,,Mountain Giant,Neutral,Elemental,Epic,Costs (1) less for each other card in your hand.,Minion,,,,
Steve Hui,,EX1_128,Hall of Fame,True,1.0,990,,Neutral,Rogues conceal everything but their emotions.  You can't get 'em to shut up about feelings.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_128.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_128_premium.gif,enUS,[{'name': 'Stealth'}],Conceal,Rogue,,Common,Give your minions <b>Stealth</b> until your next_turn.,Spell,,,,
Alex Horley Orlandelli,,CS2_031,Hall of Fame,True,1.0,172,,Neutral,"The trick is not to break the lance.  Otherwise, you have ""Ice Pieces.""  Ice Pieces aren't as effective.",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_031.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_031_premium.gif,enUS,[{'name': 'Freeze'}],Ice Lance,Mage,,Common,"<b>Freeze</b> a character. If it was already <b>Frozen</b>, deal $4 damage instead.",Spell,,,,
Leo Che,,EX1_161,Hall of Fame,True,1.0,233,,Neutral,Another one bites the dust.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_161.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_161_premium.gif,enUS,,Naturalize,Druid,,Common,Destroy a minion.\nYour opponent draws 2_cards.,Spell,,,,
Tom Baxa,,EX1_316,Hall of Fame,True,1.0,846,,Neutral,We cannot even describe how horrible the death is.  It's CRAZY bad!  Maybe worse than that.  Just don't do it.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_316.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_316_premium.gif,enUS,,Power Overwhelming,Warlock,,Common,"Give a friendly minion +4/+4 until end of turn. Then, it dies. Horribly.",Spell,,,,
Daren Bader,1.0,NEW1_016,Hall of Fame,True,2.0,530,,,Pirates and Parrots go together like Virmen and Carrots.,1.0,Unlocked when you have all the Pirates from the Classic Set.,Unlocked when you have all the Golden Pirates from the Expert Set.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_016.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_016_premium.gif,enUS,[{'name': 'Battlecry'}],Captain's Parrot,Neutral,Beast,Epic,<b>Battlecry:</b> Draw a Pirate from your deck.,Minion,,,,
Luca Zontini,2.0,GIL_530,Hall of Fame,True,2.0,46996,,,Makes shockingly good unagi.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/GIL_530.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/GIL_530_premium.gif,enUS,[{'name': 'Battlecry'}],Murkspark Eel,Shaman,Beast,Rare,"<b>Battlecry:</b> If your deck has only even-Cost cards, deal_2 damage.",Minion,,,,
Jakub Kasper,3.0,GIL_838,Hall of Fame,True,3.0,48445,,,"She's so odd, you can't even.",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/GIL_838.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/GIL_838_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Spell Damage'}]",Black Cat,Mage,Beast,Common,"<b>Spell Damage +1</b>\n <b>Battlecry:</b> If your deck has only odd-Cost cards, draw a card.",Minion,,,,
Steve Prescott,2.0,EX1_050,Hall of Fame,True,3.0,1016,,Neutral,They can see the future.   In that future both players draw more cards.   Spoooky.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_050.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_050_premium.gif,enUS,[{'name': 'Battlecry'}],Coldlight Oracle,Neutral,Murloc,Rare,<b>Battlecry:</b> Each player draws 2 cards.,Minion,,,,
Lucas Graciano,,EX1_349,Hall of Fame,True,3.0,679,,Neutral,"This is not just a favor, but a divine one, like helping someone move a couch with a fold out bed!",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_349.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_349_premium.gif,enUS,,Divine Favor,Paladin,,Rare,Draw cards until you have as many in hand as your opponent.,Spell,,,,
Carl Frank,,EX1_295,Hall of Fame,True,3.0,192,,Neutral,"Ice is nice, and will suffice!",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_295.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_295_premium.gif,enUS,[{'name': 'Secret'}],Ice Block,Mage,,Epic,"<b>Secret:</b> When your hero takes fatal damage, prevent it and become <b>Immune</b> this turn.",Spell,,,,
Dan Scott,2.0,EX1_062,Hall of Fame,True,4.0,736,,Neutral,"He's a legend among murlocs.  ""Mrghllghghllghg!"", they say.",4.0,Unlocked when you have all the Murlocs from the Classic Set.,Unlocked when you have all the Golden Murlocs from the Expert and Basic Sets.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_062.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_062_premium.gif,enUS,[{'name': 'Charge'}],Old Murk-Eye,Neutral,Murloc,Legendary,<b>Charge</b>. Has +1 Attack for each other Murloc on the battlefield.,Minion,True,,,
Ben Zhang,4.0,EX1_284,Hall of Fame,True,5.0,825,,Neutral,"They initially planned to be the Beryl or Cerulean drakes, but those felt a tad too pretentious.",4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_284.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_284_premium.gif,enUS,"[{'name': 'Spell Damage'}, {'name': 'Battlecry'}]",Azure Drake,Neutral,Dragon,Rare,<b>Spell Damage +1</b>\n<b>Battlecry:</b> Draw a card.,Minion,,,,
Lucas Graciano,5.0,EX1_310,Hall of Fame,True,5.0,631,,Neutral,Summoning a doomguard is risky. <i>Someone</i> is going to die.,7.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_310.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_310_premium.gif,enUS,"[{'name': 'Charge'}, {'name': 'Battlecry'}]",Doomguard,Warlock,Demon,Rare,<b>Charge</b>. <b>Battlecry:</b> Discard two random cards.,Minion,,,,
Samwise,5.0,PRO_001,Hall of Fame,True,5.0,1754,,,"He's looking for a drummer.  The current candidates are: Novice Engineer, Sen'jin Shieldmasta', and Ragnaros the Firelord.",5.0,,Awarded at BlizzCon 2013.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/PRO_001.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/PRO_001_premium.gif,enUS,[{'name': 'Battlecry'}],Elite Tauren Chieftain,Neutral,,Legendary,<b>Battlecry:</b> Give both players the power to ROCK! (with a Power Chord card),Minion,True,,,
Bill Ruan,4.0,GIL_837,Hall of Fame,True,5.0,48444,,,Some moths are attracted to flame. This one's attracted to disco.,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/GIL_837.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/GIL_837_premium.gif,enUS,[{'name': 'Battlecry'}],Glitter Moth,Priest,Beast,Epic,"<b>Battlecry:</b> If your deck has only odd-Cost cards, double the Health of your other minions.",Minion,,,,
Jerry Mascho,2.0,GIL_130,Hall of Fame,True,5.0,46680,,,"Majestic. Ethereal. Still pretty down in the dumps, though.",6.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/GIL_130.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/GIL_130_premium.gif,enUS,"[{'name': 'Taunt'}, {'name': 'Battlecry'}]",Gloom Stag,Druid,Beast,Epic,"<b>Taunt</b>\n<b>Battlecry:</b> If your deck has only odd-Cost cards, gain +2/+2.",Minion,,,,
Ludo Lullabi,6.0,EX1_112,Hall of Fame,True,6.0,858,,Alliance,"He's the leader of the gnomes, and an incredible inventor.  He's getting better, too; He turns things into chickens WAY less than he used to.",6.0,,This was rewarded to players who helped test the Store during the Beta.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_112.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_112_premium.gif,enUS,[{'name': 'Battlecry'}],Gelbin Mekkatorque,Neutral,,Legendary,<b>Battlecry:</b> Summon an AWESOME invention.,Minion,True,,,
Alex Horley Orlandelli,6.0,GIL_692,Hall of Fame,True,6.0,47693,,,"Ever since Sylvanas killed his son, he's dreamed of getting… even.",5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/GIL_692.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/GIL_692_premium.gif,enUS,,Genn Greymane,Neutral,,Legendary,"[x]<b>Start of Game:</b>\nIf your deck has only even-\nCost cards, your starting\nHero Power costs (1).",Minion,True,,,
Glenn Rane,5.0,EX1_016,Hall of Fame,True,6.0,1721,,,"Sylvanas was turned into the Banshee Queen by Arthas, but he probably should have just killed her because it just pissed her off.",5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_016.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_016_premium.gif,enUS,[{'name': 'Deathrattle'}],Sylvanas Windrunner,Neutral,,Legendary,<b>Deathrattle:</b> Take\ncontrol of a random\nenemy minion.,Minion,True,,,
Greg Staples,8.0,EX1_298,Hall of Fame,True,8.0,374,,Neutral,"Ragnaros was summoned by the Dark Iron dwarves, who were eventually enslaved by the Firelord.  Summoning Ragnaros often doesn’t work out the way you want it to.",8.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_298.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_298_premium.gif,enUS,,Ragnaros the Firelord,Neutral,Elemental,Legendary,"Can't attack. At the end of your turn, deal 8 damage to a random enemy.",Minion,True,,,
James Ryman,7.0,GIL_826,Hall of Fame,True,9.0,48158,,,"In her defense, it did look like a cookie.",8.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/GIL_826.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/GIL_826_premium.gif,enUS,,Baku the Mooneater,Neutral,Beast,Legendary,"[x]<b>Start of Game:</b>\nIf your deck has only odd-\nCost cards, upgrade\nyour Hero Power.",Minion,True,,,
Glenn Rane,8.0,EX1_620,Hall of Fame,True,20.0,1372,,,He gets terrible heartburn.  BECAUSE HE IS FULL OF LAVA.,8.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_620.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_620_premium.gif,enUS,,Molten Giant,Neutral,Elemental,Epic,Costs (1) less for each damage your hero has taken.,Minion,,,,
Zoltan & Gabor,,FP1_020,Naxxramas,True,1.0,1804,,,"Several paladins have joined together to deliver justice under the name ""Justice Force"".  Their lawyer talked them out of calling themselves the Justice League.",,"Unlocked in Frostwyrm Lair, in the Naxxramas adventure.","Crafting unlocked in Frostwyrm Lair, in the Naxxramas adventure.",http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_020.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_020_premium.gif,enUS,[{'name': 'Secret'}],Avenge,Paladin,,Common,"<b>Secret:</b> When one of your minions dies, give a random friendly minion +3/+2.",Spell,,,,
Jonboy Meyers,1.0,FP1_028,Naxxramas,True,1.0,1910,,,"In a world where you can run to a spirit healer and resurrect yourself, Undertakers do pretty light business.",2.0,"Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_028.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_028_premium.gif,enUS,[{'name': 'Deathrattle'}],Undertaker,Neutral,,Common,"Whenever you summon a minion with <b>Deathrattle</b>, gain +1 Attack.",Minion,,,,
Dan Brereton,1.0,FP1_011,Naxxramas,True,1.0,1860,,,Spider cocoons are like little piñatas!,1.0,"Unlocked in The Plague Quarter, in the Naxxramas adventure.","Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.",http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_011.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_011_premium.gif,enUS,[{'name': 'Deathrattle'}],Webspinner,Hunter,Beast,Common,<b>Deathrattle:</b> Add a random Beast card to your hand.,Minion,,,,
E. M. Gist,2.0,FP1_001,Naxxramas,True,1.0,1753,,,Zombie.  It's what's for dinner.,3.0,"Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_001.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_001_premium.gif,enUS,[{'name': 'Deathrattle'}],Zombie Chow,Neutral,,Common,<b>Deathrattle:</b> Restore #5 Health to the enemy hero.,Minion,,,,
Eric Browning,1.0,FP1_003,Naxxramas,True,2.0,1858,,,OOZE... Ooze... Ooze... (ooze...),2.0,"Unlocked in Frostwyrm Lair, in the Naxxramas adventure.","Crafting unlocked in Frostwyrm Lair, in the Naxxramas adventure.",http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_003.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_003_premium.gif,enUS,[{'name': 'Battlecry'}],Echoing Ooze,Neutral,,Epic,<b>Battlecry:</b> Summon an exact copy of this minion at the end of the turn.,Minion,,,,
Jeremy Cranford,1.0,FP1_002,Naxxramas,True,2.0,1781,,,Arachnofauxbia: Fear of fake spiders.,2.0,"Unlocked in The Arachnid Quarter, in the Naxxramas adventure.","Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.",http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_002.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_002_premium.gif,enUS,[{'name': 'Deathrattle'}],Haunted Creeper,Neutral,Beast,Common,<b>Deathrattle:</b> Summon two 1/1 Spectral Spiders.,Minion,,,,
James Ryman,2.0,FP1_004,Naxxramas,True,2.0,1783,,,"His mother wanted him to be a mage or a warlock, but noooooooo, he had to go and be a scientist like his father.",2.0,"Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_004.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_004_premium.gif,enUS,"[{'name': 'Secret'}, {'name': 'Deathrattle'}]",Mad Scientist,Neutral,,Common,<b>Deathrattle:</b> Put a <b>Secret</b> from your deck into the battlefield.,Minion,,,,
Alex Horley Orlandelli,1.0,FP1_017,Naxxramas,True,2.0,1800,,,Weblords spend all day making giant trampoline parks.,4.0,"Unlocked in The Arachnid Quarter, in the Naxxramas adventure.","Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.",http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_017.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_017_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Aura'}]",Nerub'ar Weblord,Neutral,,Common,Minions with <b>Battlecry</b> cost (2) more.,Minion,,,,
Justin Thavirat,0.0,FP1_007,Naxxramas,True,2.0,1786,,,Eggs are a good source of protein and Nerubians.,2.0,"Unlocked in The Arachnid Quarter, in the Naxxramas adventure.","Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.",http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_007.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_007_premium.gif,enUS,[{'name': 'Deathrattle'}],Nerubian Egg,Neutral,,Rare,<b>Deathrattle:</b> Summon a 4/4 Nerubian.,Minion,,,,
Dan Scott,,FP1_025,Naxxramas,True,2.0,1809,,,"It's like birth, except you're an adult and you were just dead a second ago.",,"Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_025.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_025_premium.gif,enUS,,Reincarnate,Shaman,,Common,"Destroy a minion, then return it to life with full Health.",Spell,,,,
Mike Nicholson,1.0,FP1_024,Naxxramas,True,2.0,1808,,,Filling your Ghouls with Rocket Fuel is all the rage at Necromancer school.,3.0,"Unlocked in The Plague Quarter, in the Naxxramas adventure.","Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.",http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_024.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_024_premium.gif,enUS,"[{'name': 'Taunt'}, {'name': 'Deathrattle'}]",Unstable Ghoul,Neutral,,Common,<b>Taunt</b>. <b>Deathrattle:</b> Deal 1 damage to all minions.,Minion,,,,
Jon McConnell,4.0,FP1_029,Naxxramas,True,3.0,1913,,,They like to dance to reggae.,4.0,"Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_029.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_029_premium.gif,enUS,[{'name': 'Deathrattle'}],Dancing Swords,Neutral,,Common,<b>Deathrattle:</b> Your opponent draws a card.,Minion,,,,
Phroilan Gardner,3.0,FP1_023,Naxxramas,True,3.0,1807,,,The Cult of the Damned has found it's best not to mention their name when recruiting new cultists.,4.0,"Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_023.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_023_premium.gif,enUS,[{'name': 'Deathrattle'}],Dark Cultist,Priest,,Common,<b>Deathrattle:</b> Give a random friendly minion +3 Health.,Minion,,,,
Ben Olson,2.0,FP1_009,Naxxramas,True,3.0,1790,,,"""Rise from your grave!"" - Kel'Thuzad",8.0,"Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_009.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_009_premium.gif,enUS,"[{'name': 'Deathrattle'}, {'name': 'Taunt'}]",Deathlord,Neutral,,Rare,<b>Taunt. Deathrattle:</b> Your opponent puts a minion from their deck into the battlefield.,Minion,,,,
Alex Garner,,FP1_018,Naxxramas,True,3.0,1801,,,The one time when duping cards won't get your account banned!,,"Unlocked in The Plague Quarter, in the Naxxramas adventure.","Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.",http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_018.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_018_premium.gif,enUS,[{'name': 'Secret'}],Duplicate,Mage,,Common,"<b>Secret:</b> When a friendly minion dies, put 2 copies of it into your hand.",Spell,,,,
